架次编号,航段序号,起点,终点,航段开始_s,航段结束_s,payload_kg,distance_m,climb_m,descent_m,cruise_alt_m,time_s,horizontal_energy_kwh,climb_energy_kwh,energy_kwh
R000074,1,O01,S009,360.0,917.8914700010698,22.0,5729.0832113019,165.52891235351564,63.228912353515625,293.2289123535156,557.8914700010698,1.235163770962847,0.05763624767642552,1.2928000186392725
R000074,2,S009,O01,1127.8914700010698,1692.6029400021396,0.0,5729.0832113019,63.228912353515625,165.52891235351564,293.2289123535156,564.7114700010698,1.031234978034342,0.016751270876990423,1.0479862489113323
R001706,1,O01,S005,360.0,921.1306761688895,16.0,5307.952293714175,198.710888671875,131.410888671875,326.410888671875,561.1306761688895,1.064428935905249,0.06467763438924154,1.1291065702944905
R001706,2,S005,S008,1101.1306761688895,1451.0136394734366,8.0,3051.18846004519,171.78717041015625,95.88717041015627,366.78717041015625,349.88296330454705,0.5698444973116029,0.050713004264831545,0.6205575015764344
R001706,3,S008,O01,1631.0136394734366,2439.646021886475,0.0,8118.546464933021,102.00933227539065,245.20933227539064,372.9093322753906,808.6323824130383,1.4613383636879438,0.027025389071570514,1.4883637527595144
R071593,1,O01,S001,330.0,669.6447492883132,14.0,3066.8388225144454,145.3566101074219,89.05661010742188,273.0566101074219,339.64474928831316,0.6025309938346537,0.04621128896331788,0.6487422827979715
R071593,2,S001,O01,849.6447492883132,1193.0428319099597,0.0,3066.8388225144454,89.05661010742188,145.3566101074219,273.0566101074219,343.3980826216465,0.5520309880526002,0.023593817191653783,0.575624805244254
R071594,1,O01,S001,330.0,669.6447492883132,14.0,3066.8388225144454,145.3566101074219,89.05661010742188,273.0566101074219,339.64474928831316,0.6025309938346537,0.04621128896331788,0.6487422827979715
R071594,2,S001,O01,849.6447492883132,1193.0428319099597,0.0,3066.8388225144454,89.05661010742188,145.3566101074219,273.0566101074219,343.3980826216465,0.5520309880526002,0.023593817191653783,0.575624805244254
R000234,1,O01,S010,390.0,845.1792099198976,25.0,4783.786256708622,307.93653564453126,84.03653564453123,435.63653564453125,455.1792099198977,1.0139817844294003,0.10489088245391848,1.1188726668833189
R000234,2,S010,O01,1085.1792099198976,1555.285086506462,0.0,4783.786256708622,84.03653564453123,307.93653564453126,435.63653564453125,470.10587658656436,0.6833980366726603,0.020673571355607767,0.7040716080282681
R000255,1,O01,S013,390.0,823.0954689559508,25.0,4854.131973304105,271.48182373046876,47.48182373046876,399.18182373046875,433.0954689559507,1.0288924161785555,0.09247349620819094,1.1213659123867465
R000255,2,S013,O01,1063.0954689559508,1511.124271245235,0.0,4854.131973304105,47.48182373046876,271.48182373046876,399.18182373046875,448.02880228928404,0.6934474247577292,0.011680858372582332,0.7051282831303116
R000637,1,O01,S006,480.0,813.3142158050391,59.0,3184.5924057767584,238.39783935546876,51.29783935546874,366.09783935546875,333.3142158050391,1.486988159973669,0.11630255148362055,1.6032907114572894
R000637,2,S006,O01,1209.314215805039,1561.3384316100783,0.0,3184.5924057767584,51.29783935546874,238.39783935546876,366.09783935546875,352.02421580503915,0.9798745863928487,0.013570950271987913,0.9934455366648367
R000660,1,O01,S007,450.0,988.0392288143631,45.0,4538.900569056266,384.27317504882814,163.47317504882812,511.9731750488281,538.0392288143631,1.807089495611826,0.16710679415378574,1.9741962897656118
R000660,2,S007,O01,1348.039228814363,1908.158457628726,0.0,4538.900569056266,163.47317504882812,384.27317504882814,511.9731750488281,560.119228814363,1.396584790478851,0.04324716902828217,1.4398319595071332
R071595,1,O01,S001,1523.0428319099597,1862.6875811982727,14.0,3066.8388225144454,145.3566101074219,89.05661010742188,273.0566101074219,339.64474928831316,0.6025309938346537,0.04621128896331788,0.6487422827979715
R071595,2,S001,O01,2042.6875811982727,2386.0856638199193,0.0,3066.8388225144454,89.05661010742188,145.3566101074219,273.0566101074219,343.3980826216465,0.5520309880526002,0.023593817191653783,0.575624805244254
R000248,1,O01,S012,1901.124271245235,2543.5068216766263,25.0,7406.727312867355,285.6009948730469,133.50099487304686,413.3009948730469,642.3825504313913,1.5699461001107737,0.09728283887863161,1.6672289389894053
R000248,2,S012,O01,2783.5068216766263,3436.0293721080175,0.0,7406.727312867355,133.50099487304686,285.6009948730469,413.3009948730469,652.5225504313913,1.0581039018381935,0.0328421718290117,1.0909460736672052
R000262,1,O01,S014,1945.285086506462,2557.5445772327325,25.0,5416.97109624562,464.2473876953125,240.9473876953125,591.9473876953125,612.2594907262705,1.1481930261141633,0.15813426643371584,1.306327292547879
R000262,2,S014,O01,2797.5445772327325,3424.69073462567,0.0,5416.97109624562,240.9473876953125,464.2473876953125,591.9473876953125,627.1461573929372,0.7738530137493743,0.05927473061879475,0.833127744368169
R000438,1,O01,S001,2071.3384316100783,2378.465302207721,76.0,3066.8388225144454,145.3566101074219,89.05661010742188,273.0566101074219,307.1268705976427,1.8819633062940717,0.0802646078541438,1.9622279141482155
R000438,2,S001,O01,2810.465302207721,3123.2221728053637,0.0,3066.8388225144454,89.05661010742188,145.3566101074219,273.0566101074219,312.7568705976427,0.9436427146198294,0.02356011173852285,0.9672028263583523
R000490,1,O01,S002,2388.158457628726,3001.6271180960225,65.0,7443.597475979177,181.25425415039064,89.45425415039062,308.9542541503906,613.4686604672967,3.781664001153233,0.0925409957796097,3.8742049969328427
R000490,2,S002,O01,3397.6271180960225,4020.2757785633194,0.0,7443.597475979177,89.45425415039062,181.25425415039064,308.9542541503906,622.6486604672966,2.2903376849166697,0.023665309298515323,2.314002994215185
R000575,1,O01,S004,3603.2221728053637,4313.3626672417395,59.0,7754.328672038799,270.53916625976564,169.9391662597656,398.2391662597656,710.1404944363757,3.6207443385690024,0.13198272013424767,3.75272705870325
R000575,2,S004,O01,4709.3626672417395,5429.563161678115,0.0,7754.328672038799,169.9391662597656,270.53916625976564,398.2391662597656,720.2004944363756,2.3859472837042457,0.044957760473950704,2.4309050441781963
R000269,1,O01,S015,3814.69073462567,4403.366750641788,25.0,6025.848431159745,444.09925537109376,97.29925537109375,571.7992553710938,588.6760160161184,1.2772519960229953,0.15127130886077883,1.4285233048837742
R000269,2,S015,O01,4643.366750641788,5255.162766657906,0.0,6025.848431159745,97.29925537109375,444.09925537109376,571.7992553710938,611.7960160161184,0.8608354901656778,0.023936292510562472,0.8847717826762403
R000215,1,O01,S008,3796.0293721080175,4459.805980105505,28.0,8118.546464933021,245.20933227539064,102.00933227539065,372.9093322753906,663.7766079974879,1.8902570886241699,0.08630857643318177,1.9765656650573515
R000215,2,S008,O01,4669.805980105505,5343.129254769659,0.0,8118.546464933021,102.00933227539065,245.20933227539064,372.9093322753906,673.3232746641546,1.1597923521332887,0.0250950041378869,1.1848873562711755
R000543,1,O01,S003,4500.275778563319,5270.18281100352,65.0,7269.199621124498,434.10413818359376,223.30413818359375,561.8041381835938,769.907032440201,3.6930624759215736,0.22163578674532575,3.9146982626668994
R000543,2,S003,O01,5666.18281100352,6457.169843443721,0.0,7269.199621124498,223.30413818359375,434.10413818359376,561.8041381835938,790.9870324402009,2.2366768064998457,0.059075574973424284,2.29575238147327
R000217,1,O01,S008,5615.162766657906,6278.939374655394,9.0,8118.546464933021,245.20933227539064,102.00933227539065,372.9093322753906,663.7766079974879,1.2476539816688685,0.06867564146296185,1.3163296231318304
R000217,2,S008,O01,6488.939374655394,7162.2626493195485,0.0,8118.546464933021,102.00933227539065,245.20933227539064,372.9093322753906,673.3232746641546,1.1597923521332887,0.0250950041378869,1.1848873562711755
R012646,1,O01,S001,5939.563161678116,6246.690032275758,52.0,3066.8388225144454,145.3566101074219,89.05661010742188,273.0566101074219,307.1268705976427,1.314593390938206,0.06706138243605297,1.381654773374259
R012646,2,S001,S003,6606.690032275758,7374.538325801503,16.0,7655.225043755299,371.94439697265625,217.44439697265625,555.9443969726562,767.8482935257439,2.474635950167719,0.12092196469773188,2.595557914865451
R012646,3,S003,O01,7626.538325801503,8417.525358241703,0.0,7269.199621124498,223.30413818359375,434.10413818359376,561.8041381835938,790.9870324402009,2.2366768064998457,0.059075574973424284,2.29575238147327
R003841,1,O01,S009,5733.129254769659,6195.5360045823645,19.0,5729.0832113019,165.52891235351564,63.228912353515625,293.2289123535156,462.40674981270473,1.0439410662059387,0.05262440005238852,1.0965654662583273
R003841,2,S009,S002,6375.5360045823645,6567.334329433717,16.0,1732.8217050456856,98.28665161132812,108.78665161132812,328.2866516113281,191.79832485135302,0.29714725435455375,0.030131001634597778,0.3272782559891515
R003841,3,S002,O01,6777.334329433717,7375.893947542616,0.0,7443.597475979177,89.45425415039062,181.25425415039064,308.9542541503906,598.5596181088982,1.0633710679970252,0.02200636773109436,1.0853774357281196
R000604,1,O01,S005,6979.582109499243,7478.635395551542,51.0,5307.952293714175,198.710888671875,131.410888671875,326.410888671875,499.0532860522992,2.2498522141026718,0.09092472090301516,2.340776935005687
R000604,2,S005,O01,7838.635395551542,8344.418681603842,0.0,5307.952293714175,131.410888671875,198.710888671875,326.410888671875,505.7832860522992,1.6332160903735922,0.03476502437082927,1.6679811147444215
R000241,1,O01,S011,7552.2626493195485,7829.474849521421,25.0,2820.30369394606,167.66175537109376,83.26175537109376,295.36175537109375,277.21220020187275,0.5977977314956027,0.05710978542327882,0.6549075169188815
R000241,2,S011,O01,8069.474849521421,8352.313716389961,0.0,2820.30369394606,83.26175537109376,167.66175537109376,295.36175537109375,282.8388668685394,0.40290052770657997,0.020482970027923583,0.42338349773450357
