架次编号,航段序号,起点,终点,航段开始_s,航段结束_s,payload_kg,distance_m,climb_m,descent_m,cruise_alt_m,time_s,horizontal_energy_kwh,climb_energy_kwh,energy_kwh
R000070,1,O01,S008,360.0,1159.0857157463715,11.0,8118.546464933021,245.20933227539064,102.00933227539065,372.9093322753906,799.0857157463715,1.5519284570114713,0.07517198592567444,1.6271004429371458
R000070,2,S008,O01,1369.0857157463715,2177.7180981594097,0.0,8118.546464933021,102.00933227539065,245.20933227539064,372.9093322753906,808.6323824130383,1.4613383636879438,0.027025389071570514,1.4883637527595144
R071593,1,O01,S001,330.0,669.6447492883132,14.0,3066.8388225144454,145.3566101074219,89.05661010742188,273.0566101074219,339.64474928831316,0.6025309938346537,0.04621128896331788,0.6487422827979715
R071593,2,S001,O01,849.6447492883132,1193.0428319099597,0.0,3066.8388225144454,89.05661010742188,145.3566101074219,273.0566101074219,343.3980826216465,0.5520309880526002,0.023593817191653783,0.575624805244254
R071594,1,O01,S001,330.0,669.6447492883132,14.0,3066.8388225144454,145.3566101074219,89.05661010742188,273.0566101074219,339.64474928831316,0.6025309938346537,0.04621128896331788,0.6487422827979715
R071594,2,S001,O01,849.6447492883132,1193.0428319099597,0.0,3066.8388225144454,89.05661010742188,145.3566101074219,273.0566101074219,343.3980826216465,0.5520309880526002,0.023593817191653783,0.575624805244254
R071595,1,O01,S001,330.0,669.6447492883132,14.0,3066.8388225144454,145.3566101074219,89.05661010742188,273.0566101074219,339.64474928831316,0.6025309938346537,0.04621128896331788,0.6487422827979715
R071595,2,S001,O01,849.6447492883132,1193.0428319099597,0.0,3066.8388225144454,89.05661010742188,145.3566101074219,273.0566101074219,343.3980826216465,0.5520309880526002,0.023593817191653783,0.575624805244254
R000234,1,O01,S010,390.0,845.1792099198976,25.0,4783.786256708622,307.93653564453126,84.03653564453123,435.63653564453125,455.1792099198977,1.0139817844294003,0.10489088245391848,1.1188726668833189
R000234,2,S010,O01,1085.1792099198976,1555.285086506462,0.0,4783.786256708622,84.03653564453123,307.93653564453126,435.63653564453125,470.10587658656436,0.6833980366726603,0.020673571355607767,0.7040716080282681
R000255,1,O01,S013,390.0,823.0954689559508,25.0,4854.131973304105,271.48182373046876,47.48182373046876,399.18182373046875,433.0954689559507,1.0288924161785555,0.09247349620819094,1.1213659123867465
R000255,2,S013,O01,1063.0954689559508,1511.124271245235,0.0,4854.131973304105,47.48182373046876,271.48182373046876,399.18182373046875,448.02880228928404,0.6934474247577292,0.011680858372582332,0.7051282831303116
R000489,1,O01,S002,450.0,1063.4686604672966,59.0,7443.597475979177,181.25425415039064,89.45425415039062,308.9542541503906,613.4686604672967,3.475653993997131,0.08842501375827791,3.564079007755409
R000489,2,S002,O01,1423.4686604672966,2046.1173209345932,0.0,7443.597475979177,89.45425415039062,181.25425415039064,308.9542541503906,622.6486604672966,2.2903376849166697,0.023665309298515323,2.314002994215185
R000637,1,O01,S006,480.0,813.3142158050391,59.0,3184.5924057767584,238.39783935546876,51.29783935546874,366.09783935546875,333.3142158050391,1.486988159973669,0.11630255148362055,1.6032907114572894
R000637,2,S006,O01,1209.314215805039,1561.3384316100783,0.0,3184.5924057767584,51.29783935546874,238.39783935546876,366.09783935546875,352.02421580503915,0.9798745863928487,0.013570950271987913,0.9934455366648367
R000262,1,O01,S014,1901.124271245235,2513.3837619715055,25.0,5416.97109624562,464.2473876953125,240.9473876953125,591.9473876953125,612.2594907262705,1.1481930261141633,0.15813426643371584,1.306327292547879
R000262,2,S014,O01,2753.3837619715055,3380.529919364443,0.0,5416.97109624562,240.9473876953125,464.2473876953125,591.9473876953125,627.1461573929372,0.7738530137493743,0.05927473061879475,0.833127744368169
R000248,1,O01,S012,1945.285086506462,2587.6676369378533,25.0,7406.727312867355,285.6009948730469,133.50099487304686,413.3009948730469,642.3825504313913,1.5699461001107737,0.09728283887863161,1.6672289389894053
R000248,2,S012,O01,2827.6676369378533,3480.1901873692445,0.0,7406.727312867355,133.50099487304686,285.6009948730469,413.3009948730469,652.5225504313913,1.0581039018381935,0.0328421718290117,1.0909460736672052
R000438,1,O01,S001,2071.3384316100783,2378.465302207721,76.0,3066.8388225144454,145.3566101074219,89.05661010742188,273.0566101074219,307.1268705976427,1.8819633062940717,0.0802646078541438,1.9622279141482155
R000438,2,S001,O01,2810.465302207721,3123.2221728053637,0.0,3066.8388225144454,89.05661010742188,145.3566101074219,273.0566101074219,312.7568705976427,0.9436427146198294,0.02356011173852285,0.9672028263583523
R000660,1,O01,S007,2496.1173209345934,3034.1565497489564,45.0,4538.900569056266,384.27317504882814,163.47317504882812,511.9731750488281,538.0392288143631,1.807089495611826,0.16710679415378574,1.9741962897656118
R000660,2,S007,O01,3394.1565497489564,3954.2757785633194,0.0,4538.900569056266,163.47317504882812,384.27317504882814,511.9731750488281,560.119228814363,1.396584790478851,0.04324716902828217,1.4398319595071332
R000575,1,O01,S004,3603.2221728053637,4313.3626672417395,59.0,7754.328672038799,270.53916625976564,169.9391662597656,398.2391662597656,710.1404944363757,3.6207443385690024,0.13198272013424767,3.75272705870325
R000575,2,S004,O01,4709.3626672417395,5429.563161678115,0.0,7754.328672038799,169.9391662597656,270.53916625976564,398.2391662597656,720.2004944363756,2.3859472837042457,0.044957760473950704,2.4309050441781963
R000158,1,O01,S003,3770.529919364443,4489.166262107378,19.0,7269.199621124498,434.10413818359376,223.30413818359375,561.8041381835938,718.6363427429353,1.3245777244027925,0.1380089405975342,1.4625866650003267
R000158,2,S003,O01,4729.166262107378,5461.855938183647,0.0,7269.199621124498,223.30413818359375,434.10413818359376,561.8041381835938,732.6896760762686,1.0384570887320712,0.05493436871634589,1.0933914574484171
R000269,1,O01,S015,3870.1901873692445,4458.866203385363,25.0,6025.848431159745,444.09925537109376,97.29925537109375,571.7992553710938,588.6760160161184,1.2772519960229953,0.15127130886077883,1.4285233048837742
R000269,2,S015,O01,4698.866203385363,5310.662219401482,0.0,6025.848431159745,97.29925537109375,444.09925537109376,571.7992553710938,611.7960160161184,0.8608354901656778,0.023936292510562472,0.8847717826762403
R000516,1,O01,S003,4921.431196468296,5691.338228908497,62.0,7269.199621124498,434.10413818359376,223.30413818359375,561.8041381835938,769.907032440201,3.5355380446146425,0.21670689600969953,3.752244940624342
R000516,2,S003,O01,6051.338228908497,6842.3252613486975,0.0,7269.199621124498,223.30413818359375,434.10413818359376,561.8041381835938,790.9870324402009,2.2366768064998457,0.059075574973424284,2.29575238147327
R000215,1,O01,S008,5670.662219401482,6334.43882739897,28.0,8118.546464933021,245.20933227539064,102.00933227539065,372.9093322753906,663.7766079974879,1.8902570886241699,0.08630857643318177,1.9765656650573515
R000215,2,S008,O01,6544.43882739897,7217.762102063124,0.0,8118.546464933021,102.00933227539065,245.20933227539064,372.9093322753906,673.3232746641546,1.1597923521332887,0.0250950041378869,1.1848873562711755
R007361,1,O01,S001,5969.563161678116,6276.690032275758,58.0,3066.8388225144454,145.3566101074219,89.05661010742188,273.0566101074219,307.1268705976427,1.4134862985815868,0.07036218879057567,1.4838484873721625
R007361,2,S001,S002,6636.690032275758,7023.661228625359,22.0,4380.012571098506,125.24484252929688,89.74484252929688,309.2448425292969,386.97119634960086,1.4611583247904676,0.04356215667014652,1.504720481460614
R007361,3,S002,O01,7311.661228625359,7934.309889092656,0.0,7443.597475979177,89.45425415039062,181.25425415039064,308.9542541503906,622.6486604672966,2.2903376849166697,0.023665309298515323,2.314002994215185
R004763,1,O01,S005,5821.855938183647,6294.520742790633,9.0,5307.952293714175,198.710888671875,131.410888671875,326.410888671875,472.6648046069867,0.8157233369748941,0.05565284819539389,0.8713761851702879
R004763,2,S005,S008,6474.520742790633,6773.550565094427,6.0,3051.18846004519,171.78717041015625,95.88717041015627,366.78717041015625,299.02982230379394,0.453258645302796,0.04616183721542358,0.4994204825182196
R004763,3,S008,O01,6953.550565094427,7626.873839758581,0.0,8118.546464933021,102.00933227539065,245.20933227539064,372.9093322753906,673.3232746641546,1.1597923521332887,0.0250950041378869,1.1848873562711755
R000590,1,O01,S005,7292.3252613486975,7791.3785474009965,56.0,5307.952293714175,198.710888671875,131.410888671875,326.410888671875,499.0532860522992,2.385498471075457,0.094685048483785,2.480183519559242
R000590,2,S005,O01,8151.3785474009965,8657.161833453296,0.0,5307.952293714175,131.410888671875,198.710888671875,326.410888671875,505.7832860522992,1.6332160903735922,0.03476502437082927,1.6679811147444215
