架次编号,航段序号,起点,终点,航段开始_s,航段结束_s,payload_kg,distance_m,climb_m,descent_m,cruise_alt_m,time_s,horizontal_energy_kwh,climb_energy_kwh,energy_kwh
R000098,1,O01,S013,360.0,873.9976685110191,22.0,4854.131973304105,271.48182373046876,47.48182373046876,399.18182373046875,513.9976685110191,1.0465283417545523,0.09452846279059517,1.1410568045451475
R000098,2,S013,O01,1083.9976685110191,1612.9286703553717,0.0,4854.131973304105,47.48182373046876,271.48182373046876,399.18182373046875,528.9310018443524,0.8737437551947388,0.012579385939704051,0.8863231411344429
R002453,1,O01,S010,390.0,924.9089808650415,20.0,4783.786256708622,307.93653564453126,84.03653564453123,435.63653564453125,534.9089808650415,1.0048896225914636,0.10489088245391848,1.1097805050453822
R002453,2,S010,S013,1134.9089808650415,1362.0890445759017,3.0,1384.9014774209477,152.47037353515623,152.37037353515626,504.07037353515625,227.1800637108602,0.2513721346178433,0.0421252347992791,0.2934973694171224
R002453,3,S013,O01,1542.0890445759017,2071.020046420254,0.0,4854.131973304105,47.48182373046876,271.48182373046876,399.18182373046875,528.9310018443524,0.8737437551947388,0.012579385939704051,0.8863231411344429
R071593,1,O01,S001,330.0,669.6447492883132,14.0,3066.8388225144454,145.3566101074219,89.05661010742188,273.0566101074219,339.64474928831316,0.6025309938346537,0.04621128896331788,0.6487422827979715
R071593,2,S001,O01,849.6447492883132,1193.0428319099597,0.0,3066.8388225144454,89.05661010742188,145.3566101074219,273.0566101074219,343.3980826216465,0.5520309880526002,0.023593817191653783,0.575624805244254
R071595,1,O01,S001,330.0,669.6447492883132,14.0,3066.8388225144454,145.3566101074219,89.05661010742188,273.0566101074219,339.64474928831316,0.6025309938346537,0.04621128896331788,0.6487422827979715
R071595,2,S001,O01,849.6447492883132,1193.0428319099597,0.0,3066.8388225144454,89.05661010742188,145.3566101074219,273.0566101074219,343.3980826216465,0.5520309880526002,0.023593817191653783,0.575624805244254
R000203,1,O01,S007,360.0,856.0736996395583,28.0,4538.900569056266,384.27317504882814,163.47317504882812,511.9731750488281,496.07369963955836,1.0568011173278011,0.13525615192604065,1.1920572692538418
