电池编号,机型编号,架次编号,任务开始_s,返航时刻_s,返航SOC,充电时长_s,重新充满时刻_s
A-B01,A,R071593,0.0,1193.0428319099597,0.7279184248795054,853.7060476566429,2046.7488795666027
A-B02,A,R071594,0.0,1193.0428319099597,0.7279184248795054,853.7060476566429,2046.7488795666027
A-B03,A,R071595,0.0,1193.0428319099597,0.7279184248795054,853.7060476566429,2046.7488795666027
B-B01,B,R000262,0.0,1869.4056481192079,0.46513624077098803,1593.7638493302875,3463.1694974494953
C-B01,C,R000637,0.0,1561.3384316100783,0.6754079689847342,1536.6160671997427,3097.954498809821
C-B02,C,R000660,0.0,1908.158457628726,0.5732464688409069,1757.9659841780351,3666.124441806761
B-B02,B,R000234,0.0,1555.285086506462,0.5442639312721033,1456.609185795021,3011.894272301483
B-B03,B,R000248,1555.285086506462,3480.1901873692445,0.3104562468358474,1861.8758388178644,5342.066026187109
C-B03,C,R000438,1561.3384316100783,3123.2221728053637,0.633821157436679,1626.7208255538621,4749.942998359225
B-B04,B,R000255,1869.4056481192079,3380.529919364443,0.5433764511207355,1458.1474847240584,4838.677404088501
C-B04,C,R000490,1908.158457628726,4020.2757785633194,0.22647400110649651,2509.306330935924,6529.582109499243
C-B01,C,R000675,3123.2221728053637,5196.1918328921365,0.34465485859357936,2253.247806380578,7449.439639272714
B-B02,B,R000215,3380.529919364443,5287.629802026086,0.2096367446678682,2036.6296425756952,7324.259444601781
B-B01,B,R000241,3480.1901873692445,4670.241254439657,0.7304272463366537,1133.9261063498002,5804.167360789457
C-B02,C,R000516,4020.2757785633194,6391.169843443721,0.24400033473779847,2471.332608068103,8862.502451511824
B-B04,B,R000269,4838.677404088501,6669.149436120738,0.4216762281099964,1669.094537942673,8338.24397406341
C-B03,C,R000575,5196.1918328921365,7502.532821764888,0.22704598713981916,2508.0670278637253,10010.599849628612
B-B03,B,R000158,5342.066026187109,7423.392045006312,0.36100546938781397,1774.2571863944559,9197.649231400768
C-B04,C,R000606,6529.582109499243,8410.418681603842,0.4695780952345944,1982.580793658379,10392.99947526222
B-B01,B,R003841,6669.149436120738,8701.914128893693,0.37269471050610037,1753.9958351227592,10455.909964016453
B-B02,B,R000223,7423.392045006312,8925.025544631722,0.49791790894877586,1536.9422911554552,10461.967835787178
C-B01,C,R000280,7502.532821764888,8932.416562960174,0.7309674882754471,1416.2371087365311,10348.653671696706
