架次编号,航段序号,起点,终点,航段开始_s,航段结束_s,payload_kg,distance_m,climb_m,descent_m,cruise_alt_m,time_s,horizontal_energy_kwh,climb_energy_kwh,energy_kwh
R000098,1,O01,S013,360.0,873.9976685110191,22.0,4854.131973304105,271.48182373046876,47.48182373046876,399.18182373046875,513.9976685110191,1.0465283417545523,0.09452846279059517,1.1410568045451475
R000098,2,S013,O01,1083.9976685110191,1612.9286703553717,0.0,4854.131973304105,47.48182373046876,271.48182373046876,399.18182373046875,528.9310018443524,0.8737437551947388,0.012579385939704051,0.8863231411344429
R001127,1,O01,S001,390.0,729.6447492883132,20.0,3066.8388225144454,145.3566101074219,89.05661010742188,273.0566101074219,339.64474928831316,0.644224959378887,0.049512095317840586,0.6937370546967276
R001127,2,S001,S012,939.6447492883132,1477.645669290469,14.0,4701.774477525872,251.599609375,155.799609375,435.599609375,538.0009200021559,0.9237410286880928,0.07998770914713542,1.0037287378352282
R001127,3,S012,O01,1657.645669290469,2433.6136749363163,0.0,7406.727312867355,133.50099487304686,285.6009948730469,413.3009948730469,775.9680056458473,1.3332109163161239,0.035368492738935685,1.3685794090550596
R000234,1,O01,S010,390.0,845.1792099198976,25.0,4783.786256708622,307.93653564453126,84.03653564453123,435.63653564453125,455.1792099198977,1.0139817844294003,0.10489088245391848,1.1188726668833189
R000234,2,S010,O01,1085.1792099198976,1555.285086506462,0.0,4783.786256708622,84.03653564453123,307.93653564453126,435.63653564453125,470.10587658656436,0.6833980366726603,0.020673571355607767,0.7040716080282681
R000326,1,O01,S001,450.0,757.1268705976427,70.0,3066.8388225144454,145.3566101074219,89.05661010742188,273.0566101074219,307.1268705976427,1.6872578619326897,0.07696380149962109,1.7642216634323107
R000326,2,S001,O01,1117.1268705976427,1429.8837411952854,0.0,3066.8388225144454,89.05661010742188,145.3566101074219,273.0566101074219,312.7568705976427,0.9436427146198294,0.02356011173852285,0.9672028263583523
R000637,1,O01,S006,480.0,813.3142158050391,59.0,3184.5924057767584,238.39783935546876,51.29783935546874,366.09783935546875,333.3142158050391,1.486988159973669,0.11630255148362055,1.6032907114572894
