无人机编号,机型编号,架次编号,占用开始_s,占用结束_s,占用时长_s
U01,A,R000069,0.0,2177.7180981594097,2177.7180981594097
U02,A,R000074,0.0,1692.6029400021396,1692.6029400021396
U03,A,R071593,0.0,1193.0428319099597,1193.0428319099597
U04,A,R071594,0.0,1193.0428319099597,1193.0428319099597
U05,B,R000255,0.0,1511.124271245235,1511.124271245235
U06,B,R000262,0.0,1869.4056481192079,1869.4056481192079
U07,C,R000636,0.0,1495.3384316100783,1495.3384316100783
U08,C,R000660,0.0,1908.158457628726,1908.158457628726
U07,C,R000438,1495.3384316100783,3057.2221728053637,1561.8837411952854
U05,B,R000234,1511.124271245235,3066.409357751697,1555.285086506462
U06,B,R000248,1869.4056481192079,3794.3107489819904,1924.9051008627825
U08,C,R000490,1908.158457628726,4020.2757785633194,2112.1173209345934
U07,C,R000575,3057.2221728053637,5363.563161678116,2306.3409888727515
U05,B,R000269,3066.409357751697,4896.881389783934,1830.4720320322367
U06,B,R005161,3794.3107489819904,6243.183350396752,2448.872601414761
U08,C,R000543,4020.2757785633194,6457.169843443721,2436.894064880402
U01,A,R071595,3570.095345591677,4763.138177501636,1193.0428319099597
U05,B,R000215,4896.881389783934,6803.981272445576,1907.0998826616424
U07,C,R012646,5363.563161678116,8351.525358241703,2987.9621965635874
U06,B,R003841,6243.183350396752,8275.948043169708,2032.764692772956
U08,C,R000606,6529.582109499243,8410.418681603842,1880.8365721045984
U05,B,R000241,6803.981272445576,7994.0323395159885,1190.051067070412
