无人机编号,机型编号,架次编号,占用开始_s,占用结束_s,占用时长_s
U01,A,R000025,0.0,2263.6326728566873,2263.6326728566873
U02,A,R000074,0.0,1692.6029400021396,1692.6029400021396
U03,A,R000086,0.0,1224.0611902019475,1224.0611902019475
U04,A,R071594,0.0,1193.0428319099597,1193.0428319099597
U05,B,R000248,0.0,1924.9051008627825,1924.9051008627825
U06,B,R000255,0.0,1511.124271245235,1511.124271245235
U07,C,R000637,0.0,1561.3384316100783,1561.3384316100783
U08,C,R000660,0.0,1908.158457628726,1908.158457628726
U04,A,R071595,1193.0428319099597,2386.0856638199193,1193.0428319099597
U06,B,R000234,1511.124271245235,3066.409357751697,1555.285086506462
U07,C,R000490,1561.3384316100783,3673.4557525446717,2112.1173209345934
U03,A,R001706,1224.0611902019475,3663.7072120884222,2439.646021886475
U08,C,R000438,1908.158457628726,3470.0421988240114,1561.8837411952854
U05,B,R000262,1924.9051008627825,3794.3107489819904,1869.4056481192079
U06,B,R005826,3066.409357751697,5277.637712447175,2211.2283546954777
U08,C,R000604,3470.0421988240114,5284.87877092861,1814.8365721045984
U07,C,R000543,3673.4557525446717,6110.3498174250735,2436.894064880402
U05,B,R000269,3794.3107489819904,5624.782781014227,1830.4720320322367
U06,B,R003841,5277.637712447175,7310.402405220131,2032.764692772956
U08,C,R000575,5284.87877092861,7591.219759801361,2306.3409888727515
U05,B,R000215,5624.782781014227,7531.8826636758695,1907.0998826616424
U01,A,R071593,3620.6614531681216,4813.704285078082,1193.0428319099597
U07,C,R000280,6182.762083480596,7612.645824675881,1429.8837411952854
