架次编号,航段序号,起点,终点,航段开始_s,航段结束_s,payload_kg,distance_m,climb_m,descent_m,cruise_alt_m,time_s,horizontal_energy_kwh,climb_energy_kwh,energy_kwh
R000025,1,O01,S003,360.0,1199.789669761677,16.0,7269.199621124498,434.10413818359376,223.30413818359375,561.8041381835938,839.7896697616769,1.457727196749565,0.14129486775461833,1.5990220645041835
R000025,2,S003,O01,1409.789669761677,2263.6326728566873,0.0,7269.199621124498,223.30413818359375,434.10413818359376,561.8041381835938,853.8430030950103,1.3084559318024096,0.059160089386834036,1.3676160211892436
R000086,1,O01,S011,360.0,684.2172617676404,22.0,2820.30369394606,167.66175537109376,83.26175537109376,295.36175537109375,324.2172617676404,0.6080443968771139,0.05837889176601834,0.6664232886431322
R000086,2,S011,O01,894.2172617676404,1224.0611902019475,0.0,2820.30369394606,83.26175537109376,167.66175537109376,295.36175537109375,329.8439284343071,0.5076546649102908,0.02205858310699463,0.5297132480172854
R000097,1,O01,S013,330.0,843.9976685110191,14.0,4854.131973304105,271.48182373046876,47.48182373046876,399.18182373046875,513.9976685110191,0.9536741678786789,0.0863085964609782,1.039982764339657
R000097,2,S013,O01,1023.9976685110191,1552.9286703553717,0.0,4854.131973304105,47.48182373046876,271.48182373046876,399.18182373046875,528.9310018443524,0.8737437551947388,0.012579385939704051,0.8863231411344429
R000100,1,O01,S013,360.0,873.9976685110191,11.0,4854.131973304105,271.48182373046876,47.48182373046876,399.18182373046875,513.9976685110191,0.9279081638565257,0.08322614658737183,1.0111343104438977
R000100,2,S013,O01,1083.9976685110191,1612.9286703553717,0.0,4854.131973304105,47.48182373046876,271.48182373046876,399.18182373046875,528.9310018443524,0.8737437551947388,0.012579385939704051,0.8863231411344429
R000248,1,O01,S012,390.0,1032.3825504313913,25.0,7406.727312867355,285.6009948730469,133.50099487304686,413.3009948730469,642.3825504313913,1.5699461001107737,0.09728283887863161,1.6672289389894053
R000248,2,S012,O01,1272.3825504313913,1924.9051008627825,0.0,7406.727312867355,133.50099487304686,285.6009948730469,413.3009948730469,652.5225504313913,1.0581039018381935,0.0328421718290117,1.0909460736672052
R005826,1,O01,S011,390.0,667.2122002018727,12.0,2820.30369394606,167.66175537109376,83.26175537109376,295.36175537109375,277.21220020187275,0.45189546228159294,0.048860594195471875,0.5007560564770648
R005826,2,S011,S008,847.2122002018727,1327.9050800313232,9.0,5354.211654473006,200.81650390625,142.01650390625002,412.91650390625,480.6928798294504,0.8228324513821968,0.05624256668429905,0.8790750180664959
R005826,3,S008,O01,1537.9050800313232,2211.2283546954777,0.0,8118.546464933021,102.00933227539065,245.20933227539064,372.9093322753906,673.3232746641546,1.1597923521332887,0.0250950041378869,1.1848873562711755
R000438,1,O01,S001,510.0,817.1268705976427,76.0,3066.8388225144454,145.3566101074219,89.05661010742188,273.0566101074219,307.1268705976427,1.8819633062940717,0.0802646078541438,1.9622279141482155
R000438,2,S001,O01,1249.1268705976427,1561.8837411952854,0.0,3066.8388225144454,89.05661010742188,145.3566101074219,273.0566101074219,312.7568705976427,0.9436427146198294,0.02356011173852285,0.9672028263583523
R000637,1,O01,S006,480.0,813.3142158050391,59.0,3184.5924057767584,238.39783935546876,51.29783935546874,366.09783935546875,333.3142158050391,1.486988159973669,0.11630255148362055,1.6032907114572894
R000637,2,S006,O01,1209.314215805039,1561.3384316100783,0.0,3184.5924057767584,51.29783935546874,238.39783935546876,366.09783935546875,352.02421580503915,0.9798745863928487,0.013570950271987913,0.9934455366648367
R071594,1,O01,S001,1554.0611902019475,1893.7059394902608,14.0,3066.8388225144454,145.3566101074219,89.05661010742188,273.0566101074219,339.64474928831316,0.6025309938346537,0.04621128896331788,0.6487422827979715
R071594,2,S001,O01,2073.705939490261,2417.1040221119074,0.0,3066.8388225144454,89.05661010742188,145.3566101074219,273.0566101074219,343.3980826216465,0.5520309880526002,0.023593817191653783,0.575624805244254
R000660,1,O01,S007,2011.3384316100783,2549.3776604244413,45.0,4538.900569056266,384.27317504882814,163.47317504882812,511.9731750488281,538.0392288143631,1.807089495611826,0.16710679415378574,1.9741962897656118
R000660,2,S007,O01,2909.3776604244413,3469.496889238804,0.0,4538.900569056266,163.47317504882812,384.27317504882814,511.9731750488281,560.119228814363,1.396584790478851,0.04324716902828217,1.4398319595071332
R000490,1,O01,S002,2041.8837411952854,2655.352401662582,65.0,7443.597475979177,181.25425415039064,89.45425415039062,308.9542541503906,613.4686604672967,3.781664001153233,0.0925409957796097,3.8742049969328427
R000490,2,S002,O01,3051.352401662582,3674.001062129879,0.0,7443.597475979177,89.45425415039062,181.25425415039064,308.9542541503906,622.6486604672966,2.2903376849166697,0.023665309298515323,2.314002994215185
R001706,1,O01,S005,1912.9286703553717,2474.059346524261,16.0,5307.952293714175,198.710888671875,131.410888671875,326.410888671875,561.1306761688895,1.064428935905249,0.06467763438924154,1.1291065702944905
R001706,2,S005,S008,2654.059346524261,3003.942309828808,8.0,3051.18846004519,171.78717041015625,95.88717041015627,366.78717041015625,349.88296330454705,0.5698444973116029,0.050713004264831545,0.6205575015764344
R001706,3,S008,O01,3183.942309828808,3992.574692241846,0.0,8118.546464933021,102.00933227539065,245.20933227539064,372.9093322753906,808.6323824130383,1.4613383636879438,0.027025389071570514,1.4883637527595144
R000234,1,O01,S010,2314.9051008627825,2770.0843107826804,25.0,4783.786256708622,307.93653564453126,84.03653564453123,435.63653564453125,455.1792099198977,1.0139817844294003,0.10489088245391848,1.1188726668833189
R000234,2,S010,O01,3010.0843107826804,3480.190187369245,0.0,4783.786256708622,84.03653564453123,307.93653564453126,435.63653564453125,470.10587658656436,0.6833980366726603,0.020673571355607767,0.7040716080282681
R000074,1,O01,S009,2429.611745237179,2987.503215238249,22.0,5729.0832113019,165.52891235351564,63.228912353515625,293.2289123535156,557.8914700010698,1.235163770962847,0.05763624767642552,1.2928000186392725
R000074,2,S009,O01,3197.503215238249,3762.214685239319,0.0,5729.0832113019,63.228912353515625,165.52891235351564,293.2289123535156,564.7114700010698,1.031234978034342,0.016751270876990423,1.0479862489113323
R000262,1,O01,S014,2601.2283546954777,3213.4878454217483,25.0,5416.97109624562,464.2473876953125,240.9473876953125,591.9473876953125,612.2594907262705,1.1481930261141633,0.15813426643371584,1.306327292547879
