架次编号,航段序号,起点,终点,航段开始_s,航段结束_s,payload_kg,distance_m,climb_m,descent_m,cruise_alt_m,time_s,horizontal_energy_kwh,climb_energy_kwh,energy_kwh
R071593,1,O01,S001,330.0,669.6447492883132,14.0,3066.8388225144454,145.3566101074219,89.05661010742188,273.0566101074219,339.64474928831316,0.6025309938346537,0.04621128896331788,0.6487422827979715
R071593,2,S001,O01,849.6447492883132,1193.0428319099597,0.0,3066.8388225144454,89.05661010742188,145.3566101074219,273.0566101074219,343.3980826216465,0.5520309880526002,0.023593817191653783,0.575624805244254
R071594,1,O01,S001,330.0,669.6447492883132,14.0,3066.8388225144454,145.3566101074219,89.05661010742188,273.0566101074219,339.64474928831316,0.6025309938346537,0.04621128896331788,0.6487422827979715
R071594,2,S001,O01,849.6447492883132,1193.0428319099597,0.0,3066.8388225144454,89.05661010742188,145.3566101074219,273.0566101074219,343.3980826216465,0.5520309880526002,0.023593817191653783,0.575624805244254
R071595,1,O01,S001,330.0,669.6447492883132,14.0,3066.8388225144454,145.3566101074219,89.05661010742188,273.0566101074219,339.64474928831316,0.6025309938346537,0.04621128896331788,0.6487422827979715
R071595,2,S001,O01,849.6447492883132,1193.0428319099597,0.0,3066.8388225144454,89.05661010742188,145.3566101074219,273.0566101074219,343.3980826216465,0.5520309880526002,0.023593817191653783,0.575624805244254
R000248,1,O01,S012,390.0,1032.3825504313913,25.0,7406.727312867355,285.6009948730469,133.50099487304686,413.3009948730469,642.3825504313913,1.5699461001107737,0.09728283887863161,1.6672289389894053
R000248,2,S012,O01,1272.3825504313913,1924.9051008627825,0.0,7406.727312867355,133.50099487304686,285.6009948730469,413.3009948730469,652.5225504313913,1.0581039018381935,0.0328421718290117,1.0909460736672052
R000255,1,O01,S013,390.0,823.0954689559508,25.0,4854.131973304105,271.48182373046876,47.48182373046876,399.18182373046875,433.0954689559507,1.0288924161785555,0.09247349620819094,1.1213659123867465
R000255,2,S013,O01,1063.0954689559508,1511.124271245235,0.0,4854.131973304105,47.48182373046876,271.48182373046876,399.18182373046875,448.02880228928404,0.6934474247577292,0.011680858372582332,0.7051282831303116
R000489,1,O01,S002,450.0,1063.4686604672966,59.0,7443.597475979177,181.25425415039064,89.45425415039062,308.9542541503906,613.4686604672967,3.475653993997131,0.08842501375827791,3.564079007755409
R000489,2,S002,O01,1423.4686604672966,2046.1173209345932,0.0,7443.597475979177,89.45425415039062,181.25425415039064,308.9542541503906,622.6486604672966,2.2903376849166697,0.023665309298515323,2.314002994215185
R000637,1,O01,S006,480.0,813.3142158050391,59.0,3184.5924057767584,238.39783935546876,51.29783935546874,366.09783935546875,333.3142158050391,1.486988159973669,0.11630255148362055,1.6032907114572894
R000637,2,S006,O01,1209.314215805039,1561.3384316100783,0.0,3184.5924057767584,51.29783935546874,238.39783935546876,366.09783935546875,352.02421580503915,0.9798745863928487,0.013570950271987913,0.9934455366648367
R000234,1,O01,S010,1901.124271245235,2356.303481165133,25.0,4783.786256708622,307.93653564453126,84.03653564453123,435.63653564453125,455.1792099198977,1.0139817844294003,0.10489088245391848,1.1188726668833189
R000234,2,S010,O01,2596.303481165133,3066.409357751697,0.0,4783.786256708622,84.03653564453123,307.93653564453126,435.63653564453125,470.10587658656436,0.6833980366726603,0.020673571355607767,0.7040716080282681
R000438,1,O01,S001,2071.3384316100783,2378.465302207721,76.0,3066.8388225144454,145.3566101074219,89.05661010742188,273.0566101074219,307.1268705976427,1.8819633062940717,0.0802646078541438,1.9622279141482155
R000438,2,S001,O01,2810.465302207721,3123.2221728053637,0.0,3066.8388225144454,89.05661010742188,145.3566101074219,273.0566101074219,312.7568705976427,0.9436427146198294,0.02356011173852285,0.9672028263583523
R000262,1,O01,S014,2314.9051008627825,2927.164591589053,25.0,5416.97109624562,464.2473876953125,240.9473876953125,591.9473876953125,612.2594907262705,1.1481930261141633,0.15813426643371584,1.306327292547879
R000262,2,S014,O01,3167.164591589053,3794.3107489819904,0.0,5416.97109624562,240.9473876953125,464.2473876953125,591.9473876953125,627.1461573929372,0.7738530137493743,0.05927473061879475,0.833127744368169
R000660,1,O01,S007,2496.1173209345934,3034.1565497489564,45.0,4538.900569056266,384.27317504882814,163.47317504882812,511.9731750488281,538.0392288143631,1.807089495611826,0.16710679415378574,1.9741962897656118
R000660,2,S007,O01,3394.1565497489564,3954.2757785633194,0.0,4538.900569056266,163.47317504882812,384.27317504882814,511.9731750488281,560.119228814363,1.396584790478851,0.04324716902828217,1.4398319595071332
R000227,1,O01,S009,3456.409357751697,3918.8161075644016,25.0,5729.0832113019,165.52891235351564,63.228912353515625,293.2289123535156,462.40674981270473,1.2143489917831949,0.056383285770416264,1.2707322775536112
R000227,2,S009,O01,4158.816107564402,4628.042857377107,0.0,5729.0832113019,63.228912353515625,165.52891235351564,293.2289123535156,469.2267498127048,0.8184404587574142,0.015554751528633965,0.8339952102860482
R000683,1,O01,S008,3573.2221728053637,4263.54700284875,45.0,8118.546464933021,245.20933227539064,102.00933227539065,372.9093322753906,690.3248300433863,3.232267332850472,0.10663285410938265,3.3389001869598545
R000683,2,S008,O01,4623.54700284875,5328.1918328921365,0.0,8118.546464933021,102.00933227539065,245.20933227539064,372.9093322753906,704.6448300433863,2.498014296902468,0.02698678137289684,2.525001078275365
R000269,1,O01,S015,4184.31074898199,4772.986764998109,25.0,6025.848431159745,444.09925537109376,97.29925537109375,571.7992553710938,588.6760160161184,1.2772519960229953,0.15127130886077883,1.4285233048837742
R000269,2,S015,O01,5012.986764998109,5624.782781014227,0.0,6025.848431159745,97.29925537109375,444.09925537109376,571.7992553710938,611.7960160161184,0.8608354901656778,0.023936292510562472,0.8847717826762403
R000516,1,O01,S003,4921.431196468296,5691.338228908497,62.0,7269.199621124498,434.10413818359376,223.30413818359375,561.8041381835938,769.907032440201,3.5355380446146425,0.21670689600969953,3.752244940624342
R000516,2,S003,O01,6051.338228908497,6842.3252613486975,0.0,7269.199621124498,223.30413818359375,434.10413818359376,561.8041381835938,790.9870324402009,2.2366768064998457,0.059075574973424284,2.29575238147327
R000241,1,O01,S011,5018.042857377106,5295.255057578979,25.0,2820.30369394606,167.66175537109376,83.26175537109376,295.36175537109375,277.21220020187275,0.5977977314956027,0.05710978542327882,0.6549075169188815
R000241,2,S011,O01,5535.255057578979,5818.0939244475185,0.0,2820.30369394606,83.26175537109376,167.66175537109376,295.36175537109375,282.8388668685394,0.40290052770657997,0.020482970027923583,0.42338349773450357
R000575,1,O01,S004,5808.1918328921365,6518.332327328512,59.0,7754.328672038799,270.53916625976564,169.9391662597656,398.2391662597656,710.1404944363757,3.6207443385690024,0.13198272013424767,3.75272705870325
R000575,2,S004,O01,6914.332327328512,7634.532821764888,0.0,7754.328672038799,169.9391662597656,270.53916625976564,398.2391662597656,720.2004944363756,2.3859472837042457,0.044957760473950704,2.4309050441781963
R000158,1,O01,S003,6014.782781014227,6733.419123757162,19.0,7269.199621124498,434.10413818359376,223.30413818359375,561.8041381835938,718.6363427429353,1.3245777244027925,0.1380089405975342,1.4625866650003267
R000158,2,S003,O01,6973.419123757162,7706.108799833431,0.0,7269.199621124498,223.30413818359375,434.10413818359376,561.8041381835938,732.6896760762686,1.0384570887320712,0.05493436871634589,1.0933914574484171
